0,g1,g2,g3,구이,국,갈비구이,갈치구이,계란국,고등어구이,곱창구이,떡국_만두국,무국
d:/kfood\구이\갈치구이\Img_001_0205.jpg,구이,갈치구이,Img_001_0205.jpg,True,False,False,True,False,False,False,False,False
d:/kfood\구이\갈치구이\Img_001_0111.jpg,구이,갈치구이,Img_001_0111.jpg,True,False,False,True,False,False,False,False,False
d:/kfood\국\계란국\Img_014_0374.jpg,국,계란국,Img_014_0374.jpg,False,True,False,False,True,False,False,False,False
d:/kfood\구이\갈치구이\Img_001_0343.jpg,구이,갈치구이,Img_001_0343.jpg,True,False,False,True,False,False,False,False,False
d:/kfood\구이\갈비구이\Img_000_0986.JPG,구이,갈비구이,Img_000_0986.JPG,True,False,True,False,False,False,False,False,False
d:/kfood\국\떡국_만두국\Img_015_0279.jpg,국,떡국_만두국,Img_015_0279.jpg,False,True,False,False,False,False,False,True,False
d:/kfood\국\떡국_만두국\Img_015_0019.jpg,국,떡국_만두국,Img_015_0019.jpg,False,True,False,False,False,False,False,True,False
d:/kfood\구이\곱창구이\Img_003_0025.jpg,구이,곱창구이,Img_003_0025.jpg,True,False,False,False,False,False,True,False,False
d:/kfood\국\무국\Img_016_0876.jpg,국,무국,Img_016_0876.jpg,False,True,False,False,False,False,False,False,True
d:/kfood\국\떡국_만두국\Img_015_0274.jpg,국,떡국_만두국,Img_015_0274.jpg,False,True,False,False,False,False,False,True,False
d:/kfood\구이\고등어구이\Img_002_0620.jpg,구이,고등어구이,Img_002_0620.jpg,True,False,False,False,False,True,False,False,False
d:/kfood\국\계란국\Img_014_0373.jpg,국,계란국,Img_014_0373.jpg,False,True,False,False,True,False,False,False,False
d:/kfood\구이\고등어구이\Img_002_0625.jpg,구이,고등어구이,Img_002_0625.jpg,True,False,False,False,False,True,False,False,False
d:/kfood\국\떡국_만두국\Img_015_0935.jpg,국,떡국_만두국,Img_015_0935.jpg,False,True,False,False,False,False,False,True,False
d:/kfood\국\무국\Img_016_0382.jpg,국,무국,Img_016_0382.jpg,False,True,False,False,False,False,False,False,True
d:/kfood\구이\갈치구이\Img_001_0997.jpg,구이,갈치구이,Img_001_0997.jpg,True,False,False,True,False,False,False,False,False
d:/kfood\구이\갈치구이\Img_001_0297.jpg,구이,갈치구이,Img_001_0297.jpg,True,False,False,True,False,False,False,False,False
d:/kfood\구이\갈비구이\Img_000_0095.jpg,구이,갈비구이,Img_000_0095.jpg,True,False,True,False,False,False,False,False,False
d:/kfood\국\무국\Img_016_0274.jpg,국,무국,Img_016_0274.jpg,False,True,False,False,False,False,False,False,True
d:/kfood\구이\갈치구이\Img_001_0713.jpg,구이,갈치구이,Img_001_0713.jpg,True,False,False,True,False,False,False,False,False
d:/kfood\구이\고등어구이\Img_002_0372.jpg,구이,고등어구이,Img_002_0372.jpg,True,False,False,False,False,True,False,False,False
d:/kfood\구이\고등어구이\Img_002_0317.jpg,구이,고등어구이,Img_002_0317.jpg,True,False,False,False,False,True,False,False,False
d:/kfood\국\떡국_만두국\Img_015_0538.jpg,국,떡국_만두국,Img_015_0538.jpg,False,True,False,False,False,False,False,True,False
d:/kfood\국\무국\Img_016_0936.jpg,국,무국,Img_016_0936.jpg,False,True,False,False,False,False,False,False,True
d:/kfood\국\무국\Img_016_0343.jpg,국,무국,Img_016_0343.jpg,False,True,False,False,False,False,False,False,True
d:/kfood\국\떡국_만두국\Img_015_0222.jpg,국,떡국_만두국,Img_015_0222.jpg,False,True,False,False,False,False,False,True,False
d:/kfood\국\떡국_만두국\Img_015_0809.jpg,국,떡국_만두국,Img_015_0809.jpg,False,True,False,False,False,False,False,True,False
d:/kfood\국\무국\Img_016_0050.JPG,국,무국,Img_016_0050.JPG,False,True,False,False,False,False,False,False,True
d:/kfood\국\떡국_만두국\Img_015_0497.jpg,국,떡국_만두국,Img_015_0497.jpg,False,True,False,False,False,False,False,True,False
d:/kfood\국\떡국_만두국\Img_015_0639.jpg,국,떡국_만두국,Img_015_0639.jpg,False,True,False,False,False,False,False,True,False
d:/kfood\국\계란국\Img_014_0864.jpg,국,계란국,Img_014_0864.jpg,False,True,False,False,True,False,False,False,False
d:/kfood\구이\갈비구이\Img_000_0362.jpg,구이,갈비구이,Img_000_0362.jpg,True,False,True,False,False,False,False,False,False
d:/kfood\국\무국\Img_016_0107.jpg,국,무국,Img_016_0107.jpg,False,True,False,False,False,False,False,False,True
d:/kfood\국\무국\Img_016_0766.jpg,국,무국,Img_016_0766.jpg,False,True,False,False,False,False,False,False,True
d:/kfood\구이\곱창구이\Img_003_0139.jpg,구이,곱창구이,Img_003_0139.jpg,True,False,False,False,False,False,True,False,False
d:/kfood\구이\갈치구이\Img_001_0693.jpg,구이,갈치구이,Img_001_0693.jpg,True,False,False,True,False,False,False,False,False
d:/kfood\국\무국\Img_016_0676.jpg,국,무국,Img_016_0676.jpg,False,True,False,False,False,False,False,False,True
d:/kfood\구이\곱창구이\Img_003_0275.jpg,구이,곱창구이,Img_003_0275.jpg,True,False,False,False,False,False,True,False,False
d:/kfood\구이\고등어구이\Img_002_0502.jpg,구이,고등어구이,Img_002_0502.jpg,True,False,False,False,False,True,False,False,False
d:/kfood\국\떡국_만두국\Img_015_0967.jpg,국,떡국_만두국,Img_015_0967.jpg,False,True,False,False,False,False,False,True,False
d:/kfood\구이\곱창구이\Img_003_0631.jpg,구이,곱창구이,Img_003_0631.jpg,True,False,False,False,False,False,True,False,False
d:/kfood\국\떡국_만두국\Img_015_0981.jpg,국,떡국_만두국,Img_015_0981.jpg,False,True,False,False,False,False,False,True,False
d:/kfood\구이\갈비구이\Img_000_0950.jpg,구이,갈비구이,Img_000_0950.jpg,True,False,True,False,False,False,False,False,False
d:/kfood\국\계란국\Img_014_0190.jpg,국,계란국,Img_014_0190.jpg,False,True,False,False,True,False,False,False,False
d:/kfood\국\계란국\Img_014_0679.jpg,국,계란국,Img_014_0679.jpg,False,True,False,False,True,False,False,False,False
d:/kfood\구이\고등어구이\Img_002_0901.jpg,구이,고등어구이,Img_002_0901.jpg,True,False,False,False,False,True,False,False,False
d:/kfood\구이\고등어구이\Img_002_0094.jpg,구이,고등어구이,Img_002_0094.jpg,True,False,False,False,False,True,False,False,False
d:/kfood\국\떡국_만두국\Img_015_0271.jpg,국,떡국_만두국,Img_015_0271.jpg,False,True,False,False,False,False,False,True,False
d:/kfood\구이\갈치구이\Img_001_0214.jpg,구이,갈치구이,Img_001_0214.jpg,True,False,False,True,False,False,False,False,False
d:/kfood\국\무국\Img_016_0654.jpg,국,무국,Img_016_0654.jpg,False,True,False,False,False,False,False,False,True
d:/kfood\구이\곱창구이\Img_003_0070.jpg,구이,곱창구이,Img_003_0070.jpg,True,False,False,False,False,False,True,False,False
d:/kfood\구이\갈비구이\Img_000_0522.jpg,구이,갈비구이,Img_000_0522.jpg,True,False,True,False,False,False,False,False,False
d:/kfood\국\계란국\Img_014_0576.jpg,국,계란국,Img_014_0576.jpg,False,True,False,False,True,False,False,False,False
d:/kfood\구이\고등어구이\Img_002_0681.JPG,구이,고등어구이,Img_002_0681.JPG,True,False,False,False,False,True,False,False,False
d:/kfood\구이\고등어구이\Img_002_0721.jpg,구이,고등어구이,Img_002_0721.jpg,True,False,False,False,False,True,False,False,False
d:/kfood\구이\갈치구이\Img_001_0914.jpg,구이,갈치구이,Img_001_0914.jpg,True,False,False,True,False,False,False,False,False
d:/kfood\구이\갈치구이\Img_001_0930.jpg,구이,갈치구이,Img_001_0930.jpg,True,False,False,True,False,False,False,False,False
d:/kfood\국\계란국\Img_014_0826.jpg,국,계란국,Img_014_0826.jpg,False,True,False,False,True,False,False,False,False
d:/kfood\구이\갈비구이\Img_000_0156.jpg,구이,갈비구이,Img_000_0156.jpg,True,False,True,False,False,False,False,False,False
d:/kfood\구이\갈비구이\Img_000_0945.jpg,구이,갈비구이,Img_000_0945.jpg,True,False,True,False,False,False,False,False,False
d:/kfood\구이\갈비구이\Img_000_0564.jpg,구이,갈비구이,Img_000_0564.jpg,True,False,True,False,False,False,False,False,False
d:/kfood\구이\갈치구이\Img_001_0100.jpg,구이,갈치구이,Img_001_0100.jpg,True,False,False,True,False,False,False,False,False
d:/kfood\국\계란국\Img_014_0187.jpg,국,계란국,Img_014_0187.jpg,False,True,False,False,True,False,False,False,False
d:/kfood\국\무국\Img_016_0460.jpg,국,무국,Img_016_0460.jpg,False,True,False,False,False,False,False,False,True
d:/kfood\국\떡국_만두국\Img_015_0699.jpg,국,떡국_만두국,Img_015_0699.jpg,False,True,False,False,False,False,False,True,False
d:/kfood\국\계란국\Img_014_0236.jpg,국,계란국,Img_014_0236.jpg,False,True,False,False,True,False,False,False,False
d:/kfood\구이\고등어구이\Img_002_0863.jpg,구이,고등어구이,Img_002_0863.jpg,True,False,False,False,False,True,False,False,False
d:/kfood\국\떡국_만두국\Img_015_0545.jpg,국,떡국_만두국,Img_015_0545.jpg,False,True,False,False,False,False,False,True,False
d:/kfood\국\무국\Img_016_0369.jpg,국,무국,Img_016_0369.jpg,False,True,False,False,False,False,False,False,True
d:/kfood\구이\갈치구이\Img_001_0678.jpg,구이,갈치구이,Img_001_0678.jpg,True,False,False,True,False,False,False,False,False
d:/kfood\구이\고등어구이\Img_002_0900.jpg,구이,고등어구이,Img_002_0900.jpg,True,False,False,False,False,True,False,False,False
d:/kfood\국\계란국\Img_014_0009.jpg,국,계란국,Img_014_0009.jpg,False,True,False,False,True,False,False,False,False
d:/kfood\구이\고등어구이\Img_002_0247.jpg,구이,고등어구이,Img_002_0247.jpg,True,False,False,False,False,True,False,False,False
d:/kfood\구이\갈비구이\Img_000_0936.jpg,구이,갈비구이,Img_000_0936.jpg,True,False,True,False,False,False,False,False,False
d:/kfood\구이\갈치구이\Img_001_0325.jpg,구이,갈치구이,Img_001_0325.jpg,True,False,False,True,False,False,False,False,False
d:/kfood\구이\갈치구이\Img_001_0683.jpg,구이,갈치구이,Img_001_0683.jpg,True,False,False,True,False,False,False,False,False
d:/kfood\국\떡국_만두국\Img_015_0591.jpg,국,떡국_만두국,Img_015_0591.jpg,False,True,False,False,False,False,False,True,False
d:/kfood\구이\고등어구이\Img_002_0763.jpg,구이,고등어구이,Img_002_0763.jpg,True,False,False,False,False,True,False,False,False
d:/kfood\구이\갈치구이\Img_001_0118.jpg,구이,갈치구이,Img_001_0118.jpg,True,False,False,True,False,False,False,False,False
d:/kfood\구이\갈치구이\Img_001_0176.jpg,구이,갈치구이,Img_001_0176.jpg,True,False,False,True,False,False,False,False,False
d:/kfood\국\계란국\Img_014_0244.jpg,국,계란국,Img_014_0244.jpg,False,True,False,False,True,False,False,False,False
d:/kfood\구이\갈비구이\Img_000_0811.jpg,구이,갈비구이,Img_000_0811.jpg,True,False,True,False,False,False,False,False,False
d:/kfood\국\계란국\Img_014_0414.jpg,국,계란국,Img_014_0414.jpg,False,True,False,False,True,False,False,False,False
d:/kfood\구이\곱창구이\Img_003_0492.jpg,구이,곱창구이,Img_003_0492.jpg,True,False,False,False,False,False,True,False,False
d:/kfood\국\떡국_만두국\Img_015_0874.jpg,국,떡국_만두국,Img_015_0874.jpg,False,True,False,False,False,False,False,True,False
d:/kfood\구이\갈치구이\Img_001_0339.jpg,구이,갈치구이,Img_001_0339.jpg,True,False,False,True,False,False,False,False,False
d:/kfood\구이\곱창구이\Img_003_0654.jpg,구이,곱창구이,Img_003_0654.jpg,True,False,False,False,False,False,True,False,False
d:/kfood\구이\고등어구이\Img_002_0645.jpg,구이,고등어구이,Img_002_0645.jpg,True,False,False,False,False,True,False,False,False
d:/kfood\국\무국\Img_016_0362.jpg,국,무국,Img_016_0362.jpg,False,True,False,False,False,False,False,False,True
d:/kfood\구이\갈비구이\Img_000_0869.jpg,구이,갈비구이,Img_000_0869.jpg,True,False,True,False,False,False,False,False,False
d:/kfood\구이\갈비구이\Img_000_0390.jpg,구이,갈비구이,Img_000_0390.jpg,True,False,True,False,False,False,False,False,False
d:/kfood\국\무국\Img_016_0874.jpg,국,무국,Img_016_0874.jpg,False,True,False,False,False,False,False,False,True
d:/kfood\구이\갈치구이\Img_001_0827.jpg,구이,갈치구이,Img_001_0827.jpg,True,False,False,True,False,False,False,False,False
d:/kfood\국\떡국_만두국\Img_015_0731.jpg,국,떡국_만두국,Img_015_0731.jpg,False,True,False,False,False,False,False,True,False
d:/kfood\구이\고등어구이\Img_002_0163.jpg,구이,고등어구이,Img_002_0163.jpg,True,False,False,False,False,True,False,False,False
d:/kfood\국\떡국_만두국\Img_015_0060.jpg,국,떡국_만두국,Img_015_0060.jpg,False,True,False,False,False,False,False,True,False
d:/kfood\국\무국\Img_016_0908.jpg,국,무국,Img_016_0908.jpg,False,True,False,False,False,False,False,False,True
d:/kfood\국\계란국\Img_014_0561.jpg,국,계란국,Img_014_0561.jpg,False,True,False,False,True,False,False,False,False
d:/kfood\구이\고등어구이\Img_002_0112.jpg,구이,고등어구이,Img_002_0112.jpg,True,False,False,False,False,True,False,False,False
d:/kfood\국\무국\Img_016_0836.jpg,국,무국,Img_016_0836.jpg,False,True,False,False,False,False,False,False,True
d:/kfood\구이\고등어구이\Img_002_0647.jpg,구이,고등어구이,Img_002_0647.jpg,True,False,False,False,False,True,False,False,False
d:/kfood\국\떡국_만두국\Img_015_0215.jpg,국,떡국_만두국,Img_015_0215.jpg,False,True,False,False,False,False,False,True,False
d:/kfood\구이\갈비구이\Img_000_0238.jpg,구이,갈비구이,Img_000_0238.jpg,True,False,True,False,False,False,False,False,False
d:/kfood\국\떡국_만두국\Img_015_0880.jpg,국,떡국_만두국,Img_015_0880.jpg,False,True,False,False,False,False,False,True,False
d:/kfood\구이\갈비구이\Img_000_0875.jpg,구이,갈비구이,Img_000_0875.jpg,True,False,True,False,False,False,False,False,False
d:/kfood\국\떡국_만두국\Img_015_0463.jpg,국,떡국_만두국,Img_015_0463.jpg,False,True,False,False,False,False,False,True,False
d:/kfood\구이\곱창구이\Img_003_0485.jpg,구이,곱창구이,Img_003_0485.jpg,True,False,False,False,False,False,True,False,False
d:/kfood\구이\갈치구이\Img_001_0318.jpg,구이,갈치구이,Img_001_0318.jpg,True,False,False,True,False,False,False,False,False
d:/kfood\국\무국\Img_016_0143.jpg,국,무국,Img_016_0143.jpg,False,True,False,False,False,False,False,False,True
d:/kfood\구이\갈비구이\Img_000_0334.jpg,구이,갈비구이,Img_000_0334.jpg,True,False,True,False,False,False,False,False,False
d:/kfood\구이\곱창구이\Img_003_0185.jpg,구이,곱창구이,Img_003_0185.jpg,True,False,False,False,False,False,True,False,False
d:/kfood\구이\갈비구이\Img_000_0673.jpg,구이,갈비구이,Img_000_0673.jpg,True,False,True,False,False,False,False,False,False
d:/kfood\국\떡국_만두국\Img_015_0875.jpg,국,떡국_만두국,Img_015_0875.jpg,False,True,False,False,False,False,False,True,False
d:/kfood\구이\갈비구이\Img_000_0822.jpg,구이,갈비구이,Img_000_0822.jpg,True,False,True,False,False,False,False,False,False
d:/kfood\국\계란국\Img_014_0532.jpg,국,계란국,Img_014_0532.jpg,False,True,False,False,True,False,False,False,False
d:/kfood\국\떡국_만두국\Img_015_0012.jpg,국,떡국_만두국,Img_015_0012.jpg,False,True,False,False,False,False,False,True,False
d:/kfood\구이\갈치구이\Img_001_0570.jpg,구이,갈치구이,Img_001_0570.jpg,True,False,False,True,False,False,False,False,False
d:/kfood\국\무국\Img_016_0615.jpg,국,무국,Img_016_0615.jpg,False,True,False,False,False,False,False,False,True
d:/kfood\국\계란국\Img_014_0762.jpg,국,계란국,Img_014_0762.jpg,False,True,False,False,True,False,False,False,False
d:/kfood\국\떡국_만두국\Img_015_0920.jpg,국,떡국_만두국,Img_015_0920.jpg,False,True,False,False,False,False,False,True,False
d:/kfood\국\떡국_만두국\Img_015_0778.jpg,국,떡국_만두국,Img_015_0778.jpg,False,True,False,False,False,False,False,True,False
d:/kfood\국\떡국_만두국\Img_015_0879.jpg,국,떡국_만두국,Img_015_0879.jpg,False,True,False,False,False,False,False,True,False
d:/kfood\국\떡국_만두국\Img_015_0430.jpg,국,떡국_만두국,Img_015_0430.jpg,False,True,False,False,False,False,False,True,False
d:/kfood\구이\곱창구이\Img_003_0060.jpg,구이,곱창구이,Img_003_0060.jpg,True,False,False,False,False,False,True,False,False
d:/kfood\국\계란국\Img_014_0847.jpg,국,계란국,Img_014_0847.jpg,False,True,False,False,True,False,False,False,False
d:/kfood\구이\갈비구이\Img_000_0273.jpg,구이,갈비구이,Img_000_0273.jpg,True,False,True,False,False,False,False,False,False
d:/kfood\국\계란국\Img_014_0893.jpg,국,계란국,Img_014_0893.jpg,False,True,False,False,True,False,False,False,False
d:/kfood\국\계란국\Img_014_0223.jpg,국,계란국,Img_014_0223.jpg,False,True,False,False,True,False,False,False,False
d:/kfood\구이\갈치구이\Img_001_0688.jpg,구이,갈치구이,Img_001_0688.jpg,True,False,False,True,False,False,False,False,False
d:/kfood\국\계란국\Img_014_0228.jpg,국,계란국,Img_014_0228.jpg,False,True,False,False,True,False,False,False,False
d:/kfood\구이\갈치구이\Img_001_0717.jpg,구이,갈치구이,Img_001_0717.jpg,True,False,False,True,False,False,False,False,False
d:/kfood\국\무국\Img_016_0520.jpg,국,무국,Img_016_0520.jpg,False,True,False,False,False,False,False,False,True
d:/kfood\국\떡국_만두국\Img_015_0408.jpg,국,떡국_만두국,Img_015_0408.jpg,False,True,False,False,False,False,False,True,False
d:/kfood\국\무국\Img_016_0123.jpg,국,무국,Img_016_0123.jpg,False,True,False,False,False,False,False,False,True
d:/kfood\구이\곱창구이\Img_003_0071.jpg,구이,곱창구이,Img_003_0071.jpg,True,False,False,False,False,False,True,False,False
d:/kfood\국\떡국_만두국\Img_015_0608.jpg,국,떡국_만두국,Img_015_0608.jpg,False,True,False,False,False,False,False,True,False
d:/kfood\구이\갈치구이\Img_001_0020.jpg,구이,갈치구이,Img_001_0020.jpg,True,False,False,True,False,False,False,False,False
d:/kfood\구이\곱창구이\Img_003_0800.jpg,구이,곱창구이,Img_003_0800.jpg,True,False,False,False,False,False,True,False,False
d:/kfood\구이\갈치구이\Img_001_0373.jpg,구이,갈치구이,Img_001_0373.jpg,True,False,False,True,False,False,False,False,False
d:/kfood\국\떡국_만두국\Img_015_0813.jpg,국,떡국_만두국,Img_015_0813.jpg,False,True,False,False,False,False,False,True,False
d:/kfood\국\떡국_만두국\Img_015_0212.jpg,국,떡국_만두국,Img_015_0212.jpg,False,True,False,False,False,False,False,True,False
d:/kfood\국\무국\Img_016_0528.jpg,국,무국,Img_016_0528.jpg,False,True,False,False,False,False,False,False,True
d:/kfood\국\무국\Img_016_0756.jpg,국,무국,Img_016_0756.jpg,False,True,False,False,False,False,False,False,True
d:/kfood\국\떡국_만두국\Img_015_0991.jpg,국,떡국_만두국,Img_015_0991.jpg,False,True,False,False,False,False,False,True,False
d:/kfood\국\떡국_만두국\Img_015_0339.jpg,국,떡국_만두국,Img_015_0339.jpg,False,True,False,False,False,False,False,True,False
d:/kfood\국\계란국\Img_014_0479.jpg,국,계란국,Img_014_0479.jpg,False,True,False,False,True,False,False,False,False
d:/kfood\국\무국\Img_016_0728.jpg,국,무국,Img_016_0728.jpg,False,True,False,False,False,False,False,False,True
d:/kfood\구이\갈비구이\Img_000_0545.jpg,구이,갈비구이,Img_000_0545.jpg,True,False,True,False,False,False,False,False,False
d:/kfood\국\계란국\Img_014_0167.jpg,국,계란국,Img_014_0167.jpg,False,True,False,False,True,False,False,False,False
d:/kfood\구이\곱창구이\Img_003_0322.jpg,구이,곱창구이,Img_003_0322.jpg,True,False,False,False,False,False,True,False,False
d:/kfood\구이\갈비구이\Img_000_0851.jpg,구이,갈비구이,Img_000_0851.jpg,True,False,True,False,False,False,False,False,False
d:/kfood\국\계란국\Img_014_0125.jpg,국,계란국,Img_014_0125.jpg,False,True,False,False,True,False,False,False,False
d:/kfood\구이\고등어구이\Img_002_0255.jpg,구이,고등어구이,Img_002_0255.jpg,True,False,False,False,False,True,False,False,False
d:/kfood\구이\곱창구이\Img_003_0626.jpg,구이,곱창구이,Img_003_0626.jpg,True,False,False,False,False,False,True,False,False
d:/kfood\국\계란국\Img_014_0083.jpg,국,계란국,Img_014_0083.jpg,False,True,False,False,True,False,False,False,False
d:/kfood\구이\갈치구이\Img_001_0805.jpg,구이,갈치구이,Img_001_0805.jpg,True,False,False,True,False,False,False,False,False
d:/kfood\국\계란국\Img_014_0070.JPG,국,계란국,Img_014_0070.JPG,False,True,False,False,True,False,False,False,False
d:/kfood\구이\곱창구이\Img_003_0288.jpg,구이,곱창구이,Img_003_0288.jpg,True,False,False,False,False,False,True,False,False
d:/kfood\국\무국\Img_016_0647.jpg,국,무국,Img_016_0647.jpg,False,True,False,False,False,False,False,False,True
d:/kfood\국\무국\Img_016_0945.jpg,국,무국,Img_016_0945.jpg,False,True,False,False,False,False,False,False,True
d:/kfood\구이\곱창구이\Img_003_0135.jpg,구이,곱창구이,Img_003_0135.jpg,True,False,False,False,False,False,True,False,False
d:/kfood\국\계란국\Img_014_0533.jpg,국,계란국,Img_014_0533.jpg,False,True,False,False,True,False,False,False,False
d:/kfood\국\무국\Img_016_0194.jpg,국,무국,Img_016_0194.jpg,False,True,False,False,False,False,False,False,True
d:/kfood\구이\고등어구이\Img_002_0573.jpg,구이,고등어구이,Img_002_0573.jpg,True,False,False,False,False,True,False,False,False
d:/kfood\구이\갈비구이\Img_000_0077.jpg,구이,갈비구이,Img_000_0077.jpg,True,False,True,False,False,False,False,False,False
d:/kfood\구이\갈비구이\Img_000_0467.jpg,구이,갈비구이,Img_000_0467.jpg,True,False,True,False,False,False,False,False,False
d:/kfood\구이\갈치구이\Img_001_0745.jpg,구이,갈치구이,Img_001_0745.jpg,True,False,False,True,False,False,False,False,False
d:/kfood\구이\고등어구이\Img_002_0261.jpg,구이,고등어구이,Img_002_0261.jpg,True,False,False,False,False,True,False,False,False
d:/kfood\국\떡국_만두국\Img_015_0962.jpg,국,떡국_만두국,Img_015_0962.jpg,False,True,False,False,False,False,False,True,False
d:/kfood\구이\갈비구이\Img_000_0862.jpg,구이,갈비구이,Img_000_0862.jpg,True,False,True,False,False,False,False,False,False
d:/kfood\구이\갈비구이\Img_000_0772.jpg,구이,갈비구이,Img_000_0772.jpg,True,False,True,False,False,False,False,False,False
d:/kfood\국\떡국_만두국\Img_015_0971.jpg,국,떡국_만두국,Img_015_0971.jpg,False,True,False,False,False,False,False,True,False
d:/kfood\국\무국\Img_016_0232.jpg,국,무국,Img_016_0232.jpg,False,True,False,False,False,False,False,False,True
d:/kfood\국\떡국_만두국\Img_015_0335.jpg,국,떡국_만두국,Img_015_0335.jpg,False,True,False,False,False,False,False,True,False
d:/kfood\구이\고등어구이\Img_002_0091.jpg,구이,고등어구이,Img_002_0091.jpg,True,False,False,False,False,True,False,False,False
d:/kfood\구이\고등어구이\Img_002_0955.jpg,구이,고등어구이,Img_002_0955.jpg,True,False,False,False,False,True,False,False,False
d:/kfood\구이\갈치구이\Img_001_0548.jpg,구이,갈치구이,Img_001_0548.jpg,True,False,False,True,False,False,False,False,False
d:/kfood\구이\갈치구이\Img_001_0139.jpg,구이,갈치구이,Img_001_0139.jpg,True,False,False,True,False,False,False,False,False
d:/kfood\국\계란국\Img_014_0823.jpg,국,계란국,Img_014_0823.jpg,False,True,False,False,True,False,False,False,False
d:/kfood\국\계란국\Img_014_0017.jpg,국,계란국,Img_014_0017.jpg,False,True,False,False,True,False,False,False,False
d:/kfood\구이\곱창구이\Img_003_0240.jpg,구이,곱창구이,Img_003_0240.jpg,True,False,False,False,False,False,True,False,False
d:/kfood\구이\갈치구이\Img_001_0322.jpg,구이,갈치구이,Img_001_0322.jpg,True,False,False,True,False,False,False,False,False
d:/kfood\구이\고등어구이\Img_002_0965.jpg,구이,고등어구이,Img_002_0965.jpg,True,False,False,False,False,True,False,False,False
d:/kfood\국\계란국\Img_014_0878.jpg,국,계란국,Img_014_0878.jpg,False,True,False,False,True,False,False,False,False
d:/kfood\국\무국\Img_016_0156.jpg,국,무국,Img_016_0156.jpg,False,True,False,False,False,False,False,False,True
d:/kfood\구이\갈치구이\Img_001_0022.jpg,구이,갈치구이,Img_001_0022.jpg,True,False,False,True,False,False,False,False,False
d:/kfood\국\무국\Img_016_0331.jpg,국,무국,Img_016_0331.jpg,False,True,False,False,False,False,False,False,True
d:/kfood\구이\곱창구이\Img_003_0615.jpg,구이,곱창구이,Img_003_0615.jpg,True,False,False,False,False,False,True,False,False
d:/kfood\구이\갈치구이\Img_001_0658.jpg,구이,갈치구이,Img_001_0658.jpg,True,False,False,True,False,False,False,False,False
d:/kfood\국\계란국\Img_014_0160.jpg,국,계란국,Img_014_0160.jpg,False,True,False,False,True,False,False,False,False
d:/kfood\구이\갈치구이\Img_001_0636.jpg,구이,갈치구이,Img_001_0636.jpg,True,False,False,True,False,False,False,False,False
d:/kfood\구이\고등어구이\Img_002_0331.jpg,구이,고등어구이,Img_002_0331.jpg,True,False,False,False,False,True,False,False,False
d:/kfood\구이\갈비구이\Img_000_0421.jpg,구이,갈비구이,Img_000_0421.jpg,True,False,True,False,False,False,False,False,False
d:/kfood\구이\갈치구이\Img_001_0998.jpg,구이,갈치구이,Img_001_0998.jpg,True,False,False,True,False,False,False,False,False
d:/kfood\구이\갈치구이\Img_001_0042.JPG,구이,갈치구이,Img_001_0042.JPG,True,False,False,True,False,False,False,False,False
d:/kfood\국\무국\Img_016_0136.jpg,국,무국,Img_016_0136.jpg,False,True,False,False,False,False,False,False,True
d:/kfood\구이\고등어구이\Img_002_0664.JPG,구이,고등어구이,Img_002_0664.JPG,True,False,False,False,False,True,False,False,False
d:/kfood\국\계란국\Img_014_0420.jpg,국,계란국,Img_014_0420.jpg,False,True,False,False,True,False,False,False,False
d:/kfood\국\계란국\Img_014_0626.jpg,국,계란국,Img_014_0626.jpg,False,True,False,False,True,False,False,False,False
d:/kfood\구이\갈치구이\Img_001_0753.jpg,구이,갈치구이,Img_001_0753.jpg,True,False,False,True,False,False,False,False,False
d:/kfood\구이\갈비구이\Img_000_0413.jpg,구이,갈비구이,Img_000_0413.jpg,True,False,True,False,False,False,False,False,False
d:/kfood\구이\곱창구이\Img_003_0602.jpg,구이,곱창구이,Img_003_0602.jpg,True,False,False,False,False,False,True,False,False
d:/kfood\구이\고등어구이\Img_002_0533.jpg,구이,고등어구이,Img_002_0533.jpg,True,False,False,False,False,True,False,False,False
d:/kfood\구이\갈치구이\Img_001_0901.jpg,구이,갈치구이,Img_001_0901.jpg,True,False,False,True,False,False,False,False,False
d:/kfood\국\무국\Img_016_0467.jpg,국,무국,Img_016_0467.jpg,False,True,False,False,False,False,False,False,True
d:/kfood\국\계란국\Img_014_0894.jpg,국,계란국,Img_014_0894.jpg,False,True,False,False,True,False,False,False,False
d:/kfood\국\계란국\Img_014_0433.jpg,국,계란국,Img_014_0433.jpg,False,True,False,False,True,False,False,False,False
d:/kfood\구이\고등어구이\Img_002_0718.jpg,구이,고등어구이,Img_002_0718.jpg,True,False,False,False,False,True,False,False,False
d:/kfood\구이\갈비구이\Img_000_0192.jpg,구이,갈비구이,Img_000_0192.jpg,True,False,True,False,False,False,False,False,False
d:/kfood\구이\갈비구이\Img_000_0979.jpg,구이,갈비구이,Img_000_0979.jpg,True,False,True,False,False,False,False,False,False
d:/kfood\국\계란국\Img_014_0139.jpg,국,계란국,Img_014_0139.jpg,False,True,False,False,True,False,False,False,False
d:/kfood\구이\고등어구이\Img_002_0336.jpg,구이,고등어구이,Img_002_0336.jpg,True,False,False,False,False,True,False,False,False
d:/kfood\구이\갈비구이\Img_000_0899.jpg,구이,갈비구이,Img_000_0899.jpg,True,False,True,False,False,False,False,False,False
